Date,Open,High,Low,Close,Adj Close,Volume,ADTV 10,ADTV Std 10
2011-11-22,6.352,6.558,6.21,6.414,6.414,3663000,7602007,13638249
2011-11-23,6.352,6.41,6.25,6.29,6.29,2259000,7327000,12068676
2011-11-25,6.31,6.482,6.216,6.332,6.332,1198000,7045650,10797796
2011-11-28,6.4,6.656,6.362,6.512,6.512,3406000,5423965,12531600
2011-11-29,6.498,6.614,6.326,6.35,6.35,2955500,4894496,11840481
2011-11-30,6.5,6.586,6.444,6.548,6.548,3801500,4776199,12173121
2011-12-01,6.514,6.798,6.396,6.52,6.52,5151000,4362869,13017664
2011-12-02,6.566,6.738,6.48,6.66,6.66,4014000,4048286,11451456
2011-12-05,6.706,7.0,6.686,6.884,6.884,5800500,4145478,12687844
2011-12-06,6.84,6.996,6.806,6.974,6.974,4759000,4115297,11397376
2011-12-07,6.926,6.978,6.76,6.838,6.838,3371500,4083129,9529569
2011-12-08,6.168,6.33,5.922,6.178,6.178,16529000,5506912,22316176
2011-12-09,6.108,6.224,6.056,6.208,6.208,6197500,6149241,13176900
2011-12-12,6.088,6.124,6.004,6.082,6.082,3793500,6252224,9941409
2011-12-13,6.114,6.186,5.782,5.89,5.89,4970500,6464022,10949481
2011-12-14,5.9,5.936,5.6,5.706,5.706,5819500,6687002,12089529
2011-12-15,5.734,5.834,5.624,5.724,5.724,3501500,6544350,10106041
2011-12-16,5.758,5.786,5.596,5.6,5.6,5148500,6643535,11812969
2011-12-19,5.618,5.7,5.474,5.55,5.55,4935000,6566903,12013156
2011-12-20,5.61,5.69,5.544,5.58,5.58,4216500,6504990,11553201
2011-12-21,5.582,5.614,5.206,5.514,5.514,8527500,7014399,16112196
2011-12-22,5.52,5.61,5.46,5.554,5.554,5047000,5917139,13126129
2011-12-23,5.6,5.6,5.504,5.58,5.58,2957000,5483363,10673289
2011-12-27,5.532,5.754,5.528,5.714,5.714,3887500,5449386,11276164
2011-12-28,5.798,5.848,5.608,5.702,5.702,2876000,5236538,10208025
2011-12-29,5.718,5.868,5.71,5.746,5.746,2441000,4877403,9480241
2011-12-30,5.698,5.796,5.65,5.712,5.712,1699000,4661240,8479744
2012-01-03,5.788,5.9,5.53,5.616,5.616,4640500,4588824,11115556
2012-01-04,5.642,5.734,5.5,5.542,5.542,3150500,4403132,9672100
2012-01-05,5.552,5.586,5.37,5.424,5.424,5027500,4465663,11202409
2012-01-06,5.44,5.558,5.282,5.382,5.382,4931500,4112316,10969344
2012-01-09,5.4,5.498,5.224,5.45,5.45,4485000,4020781,10310521
2012-01-10,5.488,5.552,5.45,5.524,5.524,3359000,4051828,8976016
2012-01-11,5.524,5.676,5.46,5.646,5.646,3361500,4002332,8696601
2012-01-12,5.696,5.724,5.562,5.65,5.65,3646500,4074433,8838729
2012-01-13,5.68,5.7,4.528,4.558,4.558,27502000,6587743,32878756
2012-01-17,5.324,5.468,5.282,5.32,5.32,23258000,8994974,31472100
2012-01-18,5.338,5.376,5.25,5.362,5.362,6301000,9401747,14853316
2012-01-19,5.438,5.548,5.322,5.352,5.352,6231500,9750524,13660416
2012-01-20,5.38,5.4,5.28,5.32,5.32,3311500,9613802,11135569
2012-01-23,5.362,5.442,5.32,5.354,5.354,2973000,9404280,11075584
2012-01-24,5.326,5.536,5.288,5.484,5.484,4290000,9363828,12916836
2012-01-25,5.454,5.602,5.41,5.594,5.594,3056000,9329482,12397441
2012-01-26,5.614,5.916,5.6,5.788,5.788,6355500,9625448,16208676
2012-01-27,5.7,5.944,5.7,5.866,5.866,3742000,9664594,14531344
2012-01-30,5.898,5.922,5.706,5.914,5.914,3645000,7282809,14333796
2012-01-31,5.98,6.0,5.774,5.814,5.814,4782000,5197030,15077689
2012-02-01,5.814,5.94,5.8,5.916,5.916,2616000,4619953,12503296
2012-02-02,5.944,6.176,5.922,6.05,6.05,4028500,4341945,13118884
2012-02-03,6.082,6.266,6.05,6.23,6.23,3822500,4365244,12453841
2012-02-06,6.22,6.38,6.21,6.36,6.36,3260500,4396324,11323225
2012-02-07,6.36,6.36,6.164,6.32,6.32,5108000,4481232,12567025
2012-02-08,6.32,6.402,6.258,6.386,6.386,3118500,4495973,10220809
2012-02-09,6.4,6.58,6.286,6.516,6.516,6385500,4500447,12737761
2012-02-10,6.452,6.454,5.968,6.22,6.22,9371000,5063794,15515721
2012-02-13,6.31,6.412,6.18,6.298,6.298,5789500,5334579,12020089
2012-02-14,6.348,6.758,6.28,6.634,6.634,9054000,5788857,14992384
2012-02-15,6.62,6.882,6.454,6.72,6.72,13809000,6953585,20277009
2012-02-16,6.7,6.902,6.508,6.836,6.836,11098500,7777058,18438436
2012-02-17,6.798,6.994,6.7,6.994,6.994,6883500,8165505,14417209
2012-02-21,6.974,6.974,6.762,6.9,6.9,5679000,8446200,13220496
2012-02-22,6.9,6.944,6.5,6.844,6.844,8273000,8790770,16120225
2012-02-23,6.798,6.994,6.712,6.906,6.906,4102000,8923577,12687844
2012-02-24,6.846,6.904,6.654,6.75,6.75,4799500,8778257,13468900
2012-02-27,6.682,6.8,6.6,6.724,6.724,3030000,8129625,12082576
2012-02-28,6.728,6.888,6.634,6.762,6.762,3061000,7791912,12222016
2012-02-29,6.762,6.824,6.628,6.682,6.682,2678500,7120591,11985444
2012-03-01,6.702,6.9,6.662,6.882,6.882,3517500,6024309,12709225
2012-03-02,6.88,6.9,6.742,6.808,6.808,2750000,5079830,11744329
2012-03-05,6.87,6.88,6.692,6.754,6.754,2335000,4530533,10870209
2012-03-06,6.65,6.656,6.524,6.622,6.622,2869000,4194603,10890000
2012-03-07,6.624,6.662,6.582,6.624,6.624,1824500,3516160,9320809
2012-03-08,6.622,6.698,6.608,6.614,6.614,3166500,3354766,9947716
2012-03-09,6.64,7.062,6.64,6.948,6.948,7767000,3635376,14092516
2012-03-12,6.938,7.258,6.92,7.202,7.202,9816500,4342087,16184529
2012-03-13,7.302,7.318,7.1,7.218,7.218,5008000,4607458,11262736
2012-03-14,7.2,7.2,6.96,7.058,7.058,4257500,4791895,9790641
2012-03-15,7.056,7.096,6.956,7.0,7.0,2858000,4744389,8111104
2012-03-16,6.98,7.178,6.966,7.064,7.064,3646500,4829288,8708401
2012-03-19,7.052,7.064,6.908,6.996,6.996,5078000,5112078,10259209
2012-03-20,6.996,7.04,6.914,6.992,6.992,2835000,5136957,8265625
2012-03-21,6.988,7.06,6.92,7.03,7.03,3036000,5260595,8439025
2012-03-22,6.994,7.03,6.86,6.88,6.88,2612000,5217509,8219689
2012-03-23,6.852,6.926,6.63,6.816,6.816,5853000,5021800,11580409
2012-03-26,7.118,7.618,7.008,7.48,7.48,15702500,5590830,21883684
2012-03-27,7.432,7.99,7.406,7.588,7.588,12696000,6416533,20088324
2012-03-28,7.556,7.688,7.422,7.57,7.57,4775000,6550853,12166144
2012-03-29,7.638,7.638,7.406,7.466,7.466,3982000,6676685,10778089
2012-03-30,7.504,7.588,7.336,7.448,7.448,4432000,6767818,11282881
2012-04-02,7.466,7.594,7.306,7.316,7.316,5143000,6783431,12208036
2012-04-03,7.34,7.694,7.334,7.602,7.602,5490500,7050543,12837889
2012-04-04,7.054,7.098,6.938,7.0,7.0,22409000,9014554,30195025
2012-04-05,7.02,7.088,6.882,6.896,6.896,7547000,9704455,17522596
2012-04-09,6.82,6.858,6.62,6.63,6.63,8278500,10015995,17480761
2012-04-10,6.63,6.77,6.42,6.492,6.492,9238500,9400749,18818244
2012-04-11,6.648,6.658,6.402,6.618,6.618,5527500,8622374,15460624
2012-04-12,6.754,6.896,6.584,6.688,6.688,5169500,8583987,14976900
2012-04-13,6.788,6.808,6.57,6.718,6.718,3248000,8506748,13184161
2012-04-16,6.682,6.74,6.418,6.45,6.45,5498000,8605624,15444900
2012-04-17,6.486,6.614,6.408,6.448,6.448,5577500,8658962,15936064
2012-04-18,6.418,6.55,6.306,6.532,6.532,4115500,8526796,14668900
2012-04-19,6.55,6.686,6.5,6.632,6.632,3874500,6660129,14062500
2012-04-20,6.628,6.746,6.588,6.632,6.632,4109000,6129662,13883076
2012-04-23,6.572,6.594,6.342,6.388,6.388,4454000,5694166,13778944
2012-04-24,6.364,6.44,6.2,6.364,6.364,3372500,5064016,12250000
2012-04-25,6.414,6.598,6.414,6.582,6.582,3561000,4804351,11909401
2012-04-26,6.592,6.704,6.582,6.698,6.698,2126500,4474085,10029889
2012-04-27,6.72,6.726,6.582,6.668,6.668,2955000,4411758,10259209
2012-04-30,6.654,6.672,6.516,6.626,6.626,2069500,4062675,8940100
2012-05-01,6.626,6.842,6.626,6.756,6.756,3295000,3799517,9548100
2012-05-02,6.7,6.878,6.678,6.788,6.788,2486500,3610301,8311689
2012-05-03,6.782,6.8,6.426,6.492,6.492,4206500,3624580,9603801
2012-05-04,6.464,6.492,6.28,6.366,6.366,6237500,3838858,11532816
2012-05-07,6.392,6.516,6.322,6.494,6.494,5790000,3993885,11108889
2012-05-08,6.5,6.546,5.874,6.038,6.038,15486000,5220738,20775364
2012-05-09,6.06,6.154,5.952,6.012,6.012,9739500,5961273,16112196
2012-05-10,6.594,6.936,6.48,6.592,6.592,27781500,8600827,34093921
2012-05-11,6.498,6.688,6.432,6.45,6.45,6106500,9179932,14699556
2012-05-14,6.384,6.426,6.01,6.012,6.012,6904500,9721343,14122564
2012-05-15,6.052,6.192,5.844,5.886,5.886,7928500,10238834,15737089
2012-05-16,5.916,6.036,5.776,5.836,5.836,6285500,10670483,14961424
2012-05-17,5.86,5.958,5.648,5.714,5.714,5745000,10867498,15069924
2012-05-18,5.674,5.692,5.366,5.512,5.512,8082500,11071699,18139081
2012-05-21,5.516,5.852,5.424,5.754,5.754,7376000,11250719,18464209
2012-05-22,6.02,6.268,6.0,6.16,6.16,11831000,10903121,23522500
2012-05-23,6.112,6.21,5.9,6.204,6.204,6102000,10504612,18748900
2012-05-24,6.25,6.25,5.938,6.056,6.056,5378000,8224411,17514225
2012-05-25,6.032,6.082,5.84,5.962,5.962,3785000,7764241,15657849
2012-05-29,6.002,6.386,6.002,6.338,6.338,8250000,7852774,19749136
2012-05-30,6.216,6.284,6.048,6.082,6.082,6536000,7722377,18190225
2012-05-31,6.014,6.058,5.75,5.9,5.9,5593500,7640137,16785409
2012-06-01,5.706,5.832,5.552,5.63,5.63,4429000,7500313,15147664
2012-06-04,5.606,5.682,5.422,5.576,5.576,5154500,7193531,15319396
2012-06-05,5.568,5.678,5.512,5.582,5.582,3154500,6740703,12888100
2012-06-06,5.64,5.89,5.628,5.844,5.844,4549500,5967270,13542400
2012-06-07,5.962,5.974,5.77,5.786,5.786,2460500,5525777,11022400
2012-06-08,5.772,6.038,5.63,6.016,6.016,4405500,5384377,12432676
2012-06-11,6.062,6.2,5.792,5.824,5.824,3180000,5309737,11102224
2012-06-12,5.846,5.968,5.762,5.932,5.932,2845000,4761773,10329796
2012-06-13,5.91,6.128,5.894,5.954,5.954,4220500,4475427,11303044
2012-06-14,6.036,6.13,5.724,5.878,5.878,4361000,4323542,11209104
2012-06-15,5.878,5.99,5.762,5.982,5.982,3234000,4188854,9740641
2012-06-18,5.988,6.466,5.9,6.368,6.368,6284000,4288335,12348196
2012-06-19,6.404,6.532,6.3,6.418,6.418,4555500,4438383,10653696
2012-06-20,6.7,6.9,6.642,6.756,6.756,17112000,5709638,23011209
2012-06-21,6.852,6.856,6.368,6.438,6.438,9459500,6536663,16695396
2012-06-22,6.52,6.796,6.492,6.758,6.758,15233000,7702116,22071204
2012-06-25,6.788,6.824,6.55,6.622,6.622,7492500,8249911,15163236
2012-06-26,6.41,6.47,6.278,6.322,6.322,13069500,9327141,20502784
2012-06-27,6.38,6.49,6.314,6.392,6.392,5236000,9536414,13712209
2012-06-28,6.38,6.422,6.124,6.282,6.282,4570500,9578291,12895281
2012-06-29,6.56,6.56,6.2,6.258,6.258,5629000,9821979,14432401
2012-07-02,6.27,6.36,6.038,6.08,6.08,6578000,9875747,16096144
2012-07-03,6.12,6.2,6.08,6.132,6.132,4735000,9899074,14961424
2012-07-05,6.162,6.334,6.16,6.246,6.246,6269000,8817107,16695396
2012-07-06,6.198,6.346,6.16,6.198,6.198,3922500,8155210,14684224
2012-07-09,6.188,6.366,6.134,6.298,6.298,4552500,7020971,15046641
2012-07-10,6.308,6.496,6.178,6.254,6.254,3792000,6537497,14152644
2012-07-11,6.314,6.336,6.202,6.302,6.302,3193000,5501499,13075456
2012-07-12,6.258,6.602,6.16,6.54,6.54,5628500,5437149,15000129
2012-07-13,6.594,6.88,6.566,6.85,6.85,6524000,5626064,15689521
2012-07-16,6.864,7.2,6.78,7.192,7.192,8720000,5954056,17564481
2012-07-17,7.0,7.042,6.476,6.67,6.67,12846500,6613705,21557449
2012-07-18,6.284,6.734,6.212,6.43,6.43,14409500,7647120,23290276
2012-07-19,6.544,6.63,6.408,6.454,6.454,7179500,7841512,16136289
2012-07-20,6.414,6.45,6.25,6.358,6.358,7842500,8252951,16096144
2012-07-23,6.21,6.26,6.124,6.132,6.132,6934000,8532245,15335056
2012-07-24,6.132,6.208,5.924,5.968,5.968,7501500,8931124,16064064
2012-07-25,5.984,5.996,5.75,5.79,5.79,14211000,10072812,23299929
2012-07-26,5.98,6.0,5.528,5.626,5.626,11311500,10755281,21659716
2012-07-27,5.742,5.932,5.62,5.902,5.902,8365000,11007628,19088161
2012-07-30,5.902,6.05,5.442,5.47,5.47,10326000,11193462,21316689
2012-07-31,5.508,5.594,5.47,5.484,5.484,7875500,10714946,19501056
2012-08-01,5.598,5.598,5.206,5.25,5.25,7961500,10022294,19642624
2012-08-02,5.368,5.37,5.104,5.22,5.22,6525500,9887629,18421264
2012-08-03,5.38,5.51,5.348,5.454,5.454,6047500,9694662,17969121
2012-08-06,5.51,5.74,5.51,5.654,5.654,7641000,9746066,19633761
2012-08-07,5.754,6.18,5.7,6.05,6.05,11936000,10194656,24226084
2012-08-08,5.98,6.0,5.718,5.818,5.818,6544500,9472865,19228225
2012-08-09,5.904,6.0,5.826,5.882,5.882,3363000,8605836,15335056
2012-08-10,5.862,5.988,5.862,5.988,5.988,3537000,8036333,14822500
2012-08-13,5.938,6.26,5.82,6.234,6.234,4350500,7381833,15202201
2012-08-14,6.15,6.234,5.852,5.884,5.884,3967000,6925533,14478025
2012-08-15,5.878,5.94,5.762,5.88,5.88,2627000,6346453,12702096
2012-08-16,5.906,6.078,5.9,6.06,6.06,3345000,5970495,12852225
2012-08-17,6.058,6.142,5.996,6.002,6.002,2541000,5582249,11648569
2012-08-20,6.03,6.078,5.82,5.902,5.902,5895500,5368874,14447601
2012-08-21,5.916,6.0,5.8,5.822,5.822,3808000,4534737,12068676
2012-08-22,5.802,6.008,5.802,5.99,5.99,3877500,4184623,11377129
2012-08-23,6.0,6.17,5.93,6.146,6.146,7355000,4548812,14379264
2012-08-24,6.012,6.048,5.882,5.9,5.9,7147000,4946231,14160169
2012-08-27,5.914,5.94,5.634,5.664,5.664,6752000,5226123,13527684
2012-08-28,5.68,5.876,5.6,5.738,5.738,7013500,5558762,13586596
2012-08-29,5.698,5.728,5.604,5.682,5.682,4194500,5748776,10719076
2012-08-30,5.72,5.748,5.62,5.682,5.682,3282000,5761477,9498724
2012-08-31,5.722,5.768,5.64,5.704,5.704,2699000,5778547,8809024
2012-09-04,5.704,5.798,5.58,5.628,5.628,3762500,5566954,9828225
2012-09-05,5.602,5.7,5.562,5.588,5.588,3196500,5484645,9455625
2012-09-06,5.6,5.78,5.58,5.71,5.71,4208500,5509514,10562500
2012-09-07,5.71,5.914,5.7,5.87,5.87,4766000,5253101,11303044
2012-09-10,5.84,5.87,5.46,5.474,5.474,7416500,5254410,14055001
2012-09-11,5.552,5.632,5.48,5.56,5.56,5074500,5086791,11978521
2012-09-12,5.58,5.716,5.56,5.656,5.656,5726000,4941279,12362256
2012-09-13,5.714,5.9,5.696,5.896,5.896,7423500,5249627,14047504
2012-09-14,6.0,6.13,5.93,6.078,6.078,7683000,5720562,14470416
2012-09-17,6.47,6.556,6.302,6.508,6.508,16064000,7104156,23020804
2012-09-18,6.376,6.38,6.136,6.268,6.268,8942500,7760515,16974400
2012-09-19,6.2,6.348,6.188,6.21,6.21,5242500,8030751,12924025
2012-09-20,6.186,6.3,6.136,6.18,6.18,4562000,8093125,12103441
2012-09-21,6.22,6.298,5.908,6.004,6.004,9350000,8557762,17139600
2012-09-24,5.902,6.206,5.88,6.132,6.132,6509500,8513526,15124321
2012-09-25,5.724,5.896,5.506,5.532,5.532,28402000,10841852,37393225
2012-09-26,5.532,5.68,5.496,5.508,5.508,7636000,11265685,19483396
2012-09-27,5.564,5.708,5.52,5.698,5.698,8793000,11445018,19474569
2012-09-28,5.746,5.978,5.722,5.856,5.856,21717000,12866351,33108516
2012-10-01,5.9,5.978,5.8,5.832,5.832,4422000,11844285,17648401
2012-10-02,5.856,5.978,5.8,5.96,5.96,3645000,11212328,15673681
2012-10-03,5.95,5.99,5.848,5.86,5.86,5264000,11151282,17405584
2012-10-04,6.0,6.02,5.73,5.88,5.88,7706500,11459628,20358144
2012-10-05,5.94,5.962,5.736,5.778,5.778,4693000,11024762,17884441
2012-10-08,5.772,5.88,5.722,5.85,5.85,4448500,10775176,17623204
2012-10-09,5.824,5.824,5.65,5.674,5.674,5965000,8506517,18879025
2012-10-10,5.678,5.744,5.602,5.68,5.68,2518000,7767851,15210000
2012-10-11,5.788,5.796,5.65,5.664,5.664,2253000,7039985,14137600
2012-10-12,5.664,5.746,5.5,5.528,5.528,4938000,5289298,15952036
2012-10-15,5.604,5.61,5.372,5.466,5.466,7343500,5406379,17901361
2012-10-16,5.534,5.618,5.468,5.612,5.612,2396500,5293237,12552849
2012-10-17,5.65,5.768,5.56,5.764,5.764,3340000,5089523,12355225
2012-10-18,5.798,5.798,5.556,5.608,5.608,3705000,4669002,12020089
2012-10-19,5.566,5.64,5.46,5.548,5.548,5137000,4671350,12787776
2012-10-22,5.598,5.6,5.472,5.57,5.57,2351000,4461835,9443329
2012-10-23,5.476,5.712,5.474,5.678,5.678,3745000,4218883,10074276
2012-10-24,5.704,5.704,5.45,5.484,5.484,5082000,4450988,11142244
2012-10-25,5.56,5.56,5.49,5.504,5.504,2888500,4537748,8809024
2012-10-26,5.506,5.56,5.404,5.476,5.476,2387000,4291324,7974976
2012-10-31,5.54,5.67,5.474,5.626,5.626,3876000,3919932,9229444
2012-11-01,5.65,5.898,5.64,5.85,5.85,5120500,4155193,10484644
2012-11-02,5.854,5.91,5.71,5.784,5.784,5151500,4359869,10569001
2012-11-05,5.96,6.316,5.866,6.3,6.3,10244500,5034286,15705369
2012-11-06,6.122,6.24,5.99,6.23,6.23,11620000,5750028,17707264
2012-11-07,6.2,6.41,6.162,6.308,6.308,8572500,6443752,15054400
2012-11-08,6.202,6.376,6.188,6.262,6.262,6370000,6775625,12845056
2012-11-09,6.12,6.186,5.97,6.064,6.064,4315000,6732112,10797796
2012-11-12,6.058,6.284,6.032,6.214,6.214,2779500,6716861,9272025
2012-11-13,6.258,6.4,6.144,6.322,6.322,4991500,6975786,11600836
2012-11-14,6.392,6.424,6.24,6.276,6.276,4356500,7049728,11512449
2012-11-15,6.26,6.288,6.1,6.164,6.164,4920000,7037072,12355225
2012-11-16,6.23,6.4,6.118,6.368,6.368,4543500,6975007,12327121
2012-11-19,6.414,6.65,6.368,6.584,6.584,6962000,6640550,14899600
2012-11-20,6.56,6.62,6.382,6.6,6.6,4612500,5906355,12823561
2012-11-21,6.522,6.694,6.458,6.494,6.494,4816000,5457285,12723489
2012-11-23,6.52,6.566,6.34,6.426,6.426,2151500,4990528,9865881
2012-11-26,6.42,6.46,6.324,6.454,6.454,2479000,4760252,9715689
2012-11-27,6.426,6.532,6.304,6.43,6.43,4554000,4914675,11594025
2012-11-28,6.4,6.858,6.382,6.646,6.646,7626000,5193567,14676561
2012-11-29,6.688,6.8,6.574,6.738,6.738,5517000,5337506,12702096
2012-11-30,6.726,6.856,6.602,6.764,6.764,7101500,5570050,13942756
2012-12-03,6.778,7.0,6.7,6.924,6.924,10428500,6181805,17313921
2012-12-04,6.816,6.96,6.71,6.78,6.78,6316500,6178430,13490929
2012-12-05,6.764,6.838,6.716,6.742,6.742,3307500,6047593,10118761
2012-12-06,6.764,6.96,6.7,6.78,6.78,3302000,5883109,9815689
2012-12-07,6.86,6.898,6.77,6.834,6.834,3322000,5983710,9903609
2012-12-10,6.886,6.96,6.836,6.914,6.914,4649000,6210771,11383876
2012-12-11,6.92,7.1,6.892,7.056,7.056,7863000,6564377,14915044
2012-12-12,7.042,7.16,6.99,7.052,7.052,10319000,6869037,17892900
2012-12-13,7.052,7.06,6.55,6.722,6.722,10756500,7423453,18835600
2012-12-14,6.756,6.88,6.718,6.762,6.762,5115000,7280245,13454224
2012-12-17,6.754,6.9,6.75,6.88,6.88,4124500,6635524,11971600
2012-12-18,6.852,7.014,6.852,6.918,6.918,7769500,6716352,15523600
2012-12-19,6.95,7.052,6.904,6.922,6.922,6494000,7043085,14707225
2012-12-20,6.902,6.958,6.81,6.886,6.886,4606000,7206158,12866569
2012-12-21,6.788,6.834,6.716,6.8,6.8,7462000,7636465,15705369
2012-12-24,6.728,6.87,6.71,6.856,6.856,1879000,7402496,10523536
2012-12-26,6.792,6.9,6.7,6.718,6.718,3007000,6893499,11168964
2012-12-27,6.7,6.782,6.6,6.738,6.738,2805500,6091249,10949481
2012-12-28,6.676,6.73,6.604,6.644,6.644,2070500,5142424,9966649
2012-12-31,6.6,6.794,6.6,6.774,6.774,2974500,4833492,10530025
2013-01-02,7.0,7.09,6.942,7.072,7.072,5974000,4987549,13417569
2013-01-03,7.036,7.09,6.95,6.954,6.954,3710000,4597004,11229201
2013-01-04,6.96,6.96,6.784,6.88,6.88,3370000,4245550,10394176
2013-01-07,6.96,6.96,6.78,6.868,6.868,2210000,3970805,8826841
2013-01-08,6.9,6.9,6.622,6.736,6.736,6420000,3839130,12496225
2013-01-09,6.802,6.838,6.68,6.728,6.728,3490000,3987063,9597604
2013-01-10,6.774,6.798,6.676,6.706,6.706,4612500,4162406,10156969
2013-01-11,6.808,6.808,6.422,6.582,6.582,7816000,4680990,13271449
2013-01-14,6.616,6.676,6.57,6.652,6.652,4625500,4988349,10381284
2013-01-15,6.622,6.85,6.616,6.78,6.78,8121000,5533734,13653025
2013-01-16,6.77,6.846,6.746,6.82,6.82,6891000,5679973,12823561
2013-01-17,6.832,6.97,6.784,6.876,6.876,7183500,6041947,13176900
2013-01-18,6.948,6.956,6.764,6.904,6.904,17775500,7518694,24127744
2013-01-22,6.912,7.11,6.852,7.038,7.038,9601000,8405469,17497489
2013-01-23,7.004,7.248,6.992,7.2,7.2,7821500,8634296,15531481
2013-01-24,7.2,7.544,7.168,7.398,7.398,9852000,9293379,17892900
2013-01-25,7.4,7.508,7.36,7.396,7.396,6439000,9541937,15256836
2013-01-28,7.372,7.742,7.372,7.606,7.606,9930000,9778193,18992164
2013-01-29,7.62,7.688,7.426,7.59,7.59,7133000,10052569,17073424
2013-01-30,7.57,7.6,7.486,7.504,7.504,4840500,9751956,15015625
2013-01-31,7.574,7.574,7.386,7.502,7.502,4507000,9483495,14853316
2013-02-01,7.634,7.7,7.524,7.66,7.66,5503000,9288599,16160400
2013-02-04,7.68,7.684,7.518,7.548,7.548,5640000,8055559,16483600
2013-02-05,7.6,7.73,7.536,7.626,7.626,6551000,7627255,17347225
2013-02-06,7.636,7.878,7.58,7.834,7.834,9466000,7748875,20259001
2013-02-07,7.838,7.936,7.79,7.896,7.896,5983000,7374137,16875664
2013-02-08,7.89,8.0,7.828,7.848,7.848,5699000,7262663,16024009
2013-02-11,7.596,7.83,7.5,7.684,7.684,16331500,7891666,26378496
2013-02-12,7.69,7.774,7.458,7.578,7.578,11306500,8371916,22221796
2013-02-13,7.66,7.8,7.61,7.69,7.69,4834000,8419291,15202201
2013-02-14,7.728,7.75,7.642,7.654,7.654,4953500,8468679,14523721
2013-02-15,7.7,7.702,7.39,7.408,7.408,10088000,8932117,19554084
2013-02-19,7.472,7.858,7.462,7.856,7.856,13507000,9765161,23639044
2013-02-20,7.86,7.93,7.692,7.708,7.708,15610000,10754366,26471025
2013-02-21,7.298,7.478,6.908,7.032,7.032,45189000,14425586,57002500
2013-02-22,7.144,7.278,7.12,7.222,7.222,12736500,15468058,28408900
2013-02-25,7.23,7.35,6.868,6.876,6.876,14447000,16447105,28174864
2013-02-26,6.892,6.992,6.76,6.886,6.886,13814500,16293310,28366276
2013-02-27,6.882,7.082,6.88,7.02,7.02,9796000,16126881,25140196
2013-02-28,7.178,7.22,6.874,6.966,6.966,9824500,16609288,25664356
2013-03-01,7.0,7.016,6.85,6.93,6.93,7733000,16935478,24472809
2013-03-04,6.954,7.166,6.94,7.116,7.116,8788500,16838147,26193924
2013-03-05,7.2,7.384,7.158,7.33,7.33,10435000,16521214,28686736
2013-03-06,7.402,7.576,7.394,7.538,7.538,5750000,15503521,24730729
2013-03-07,7.546,7.73,7.376,7.646,7.646,5791500,11462002,24078649
2013-03-08,7.612,7.888,7.472,7.694,7.694,4560500,10240250,22259524
2013-03-11,7.774,7.888,7.73,7.82,7.82,7897500,9463125,24720784
2013-03-12,7.78,7.876,7.77,7.824,7.824,6375500,8641512,22676644
2013-03-13,7.8,7.898,7.762,7.796,7.796,4110000,7990751,19395216
2013-03-14,7.78,7.782,7.354,7.37,7.37,10105000,7953725,24196561
2013-03-15,7.328,7.33,7.042,7.058,7.058,16398000,8816522,30151081
2013-03-18,7.06,7.212,6.984,7.03,7.03,6580500,8682002,20115225
2013-03-19,7.05,7.12,6.988,7.016,7.016,5492500,8174300,17189316
2013-03-20,7.052,7.214,7.032,7.19,7.19,7115000,8260030,17799961
2013-03-21,7.19,7.412,7.148,7.202,7.202,5731500,8262603,16152361
2013-03-22,7.24,7.36,7.24,7.324,7.324,2201000,8026910,12243001
2013-03-25,7.42,7.704,7.354,7.506,7.506,11894000,8402991,21436900
2013-03-26,7.596,7.644,7.532,7.572,7.572,9041000,8707149,19509889
2013-03-27,7.588,7.676,7.462,7.632,7.632,6481500,8974714,16851025
2013-03-28,7.646,7.648,7.55,7.578,7.578,5793500,8570321,15960025
2013-04-01,8.472,9.336,8.34,8.786,8.786,70492500,13939332,81072016
2013-04-02,8.72,9.1,8.702,8.868,8.868,33262000,17144383,51208336
2013-04-03,8.62,8.694,8.042,8.22,8.22,28218000,19737438,44328964
2013-04-04,8.222,8.45,8.162,8.402,8.402,11324000,20417643,27973521
2013-04-05,8.4,8.4,8.1,8.274,8.274,7762000,20688714,24019801
2013-04-08,8.394,8.51,8.302,8.366,8.366,8395000,21335221,25583364
2013-04-09,8.36,8.366,8.066,8.1,8.1,8480500,21058522,27092025
2013-04-10,8.14,8.402,8.122,8.372,8.372,10605500,21187302,30614089
2013-04-11,8.412,8.91,8.35,8.718,8.718,17237000,22275730,38925121
2013-04-12,8.65,9.028,8.61,8.75,8.75,15747000,23379923,39753025
